model,uf,target_week,target_week_end,information_cutoff_date,issued_at_utc,sivep_snapshot_date,source_snapshot_lag_days,search_prediction,partial_reported,completeness_fraction,calibration_partial,calibration_final,calibration_start,calibration_end,completion_prediction,prediction,lower80,upper80,status,actual,resolved_at_snapshot
seasonal,MT,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,2.000000,,,,,,,41.000000,27.480000,103.760000,pending,,
seasonal,PA,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,1.000000,,,,,,,88.600000,67.440000,151.840000,pending,,
seasonal,PB,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,17.000000,,,,,,,120.800000,89.240000,198.560000,pending,,
seasonal,PE,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,8.000000,,,,,,,97.600000,22.240000,147.120000,pending,,
seasonal,PI,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,1.000000,,,,,,,21.600000,10.760000,29.800000,pending,,
seasonal,PR,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,35.000000,,,,,,,374.400000,240.840000,608.400000,pending,,
seasonal,RJ,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,9.000000,,,,,,,249.600000,151.080000,425.120000,pending,,
seasonal,RN,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,0.000000,,,,,,,40.600000,24.160000,52.280000,pending,,
seasonal,RO,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,0.000000,,,,,,,21.000000,0.000000,44.400000,pending,,
seasonal,RR,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,5.000000,,,,,,,33.800000,29.200000,53.800000,pending,,
seasonal,RS,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,34.000000,,,,,,,305.000000,186.760000,546.760000,pending,,
seasonal,SC,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,26.000000,,,,,,,196.800000,91.560000,334.240000,pending,,
seasonal,SE,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,4.000000,,,,,,,66.200000,35.400000,96.200000,pending,,
seasonal,SP,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,50.000000,,,,,,,860.200000,600.840000,1263.800000,pending,,
seasonal,TO,2026-08-16,2026-08-22,2026-08-22,2026-09-01T22:39:17+00:00,2026-08-24,2,,2.000000,,,,,,,7.600000,0.000000,13.040000,pending,,
